Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,PaymentMockModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestJetty,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestOverdue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestOverdue,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPayment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPayment,Feature Envy,The tool detected a instance of this smell because testComboAuthorizationAbortedPayment is more interested in members of the type: MockPaymentControlProviderPlugin
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPayment,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPaymentGateway,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPaymentGateway,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPaymentMethod,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPaymentMethod,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPaymentPluginProperties,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPaymentPluginProperties,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: controlPluginRegistry; mockPaymentControlProviderPlugin; PLUGIN_NAME; expectedProperties
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,PluginPropertiesVerificator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PLUGIN_NAME; expectedProperties
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPerTenantConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPlugin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPushNotification,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.9333333333333333
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPushNotification,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPushNotification,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: tenantId; accountId; eventType; objectType; objectId; attemptNumber; url
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestPushNotification,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,PushNotificationKeyPre726,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: tenantId; accountId; eventType; objectType; objectId; attemptNumber; url
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestSecurity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestSecurity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestTag,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestTenantKV,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestTenantKV,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
